PC1,PC2,PC3,PC4,PC5,PC6,comprar
1.321915257176591,-0.2229504493140323,1.5998625931654482,-0.885014372839293,0.6466170687890458,-0.7002077735712758,1
1.147877749575001,1.7169672977108548,0.3957219404996798,-0.4479599625104038,-0.6878053470400262,-0.23196888779068658,0
0.09036863862833346,1.8360662733462898,1.3593816599608024,0.3375049817565003,0.7423867299028893,0.5930296066943629,1
3.4558982965547442,-0.07827948464425925,-0.20238186441628028,-1.5735837860697064,-0.06855138146748779,-0.05194501889907249,0
0.916933051014437,-1.1846762701496898,0.19003578429484905,0.11780370359512797,-0.14775255821290453,-0.6197497729697249,1
0.16167559708521087,1.5876980327636812,0.42192444157462394,-1.8812902525781718,-0.15643066722877738,-1.025022372122623,1
1.3292969254227653,0.6198303365360299,-1.8294333959964575,0.39954443698470266,0.03582956250990524,-0.35092719460445493,1
2.7291579643774058,-0.7701553967948561,2.2733862998291694,0.2714594476742266,0.30329228991824253,0.41911982652276236,0
1.4090557215034312,-0.862594440851253,-0.021552878692325018,0.27971133128173004,1.0806353462865839,-0.7057756432583911,1
0.4146848085789285,1.4554381872164768,-2.0806818034656245,-0.5496144235485336,0.2650183651166179,0.25925936854143083,1
3.1370388856796128,-1.1305776233827434,-2.073323075653357,0.004957003870345292,0.19604114758874341,-0.09117846063465274,0
0.9936482975615316,-0.024360444174917676,0.22518943782525103,-0.9597651914387967,-0.21611839958619206,1.5674925543934877,0
0.7428191701684363,2.2893414751085106,-0.2377292684961456,-1.3962618588422762,-1.8048145103145985,-0.05585927122981787,1
0.1919754313322924,1.9835292117939225,-0.17369881113053656,-0.4099874284563158,-0.6071027458148628,-1.5033063421562016,1
1.3683748797661033,1.7327100526272912,-1.3606453485799224,0.6817836937295283,-1.1209586581682054,0.7335349963400403,0
-0.23855056506211705,0.02442647874188693,0.5309249154568967,1.0327194128375305,-0.7287690516731301,0.9616414525416237,1
0.49069770570012045,1.593353026707913,-0.5357689157082058,-0.9948050504275334,-0.9759075540006654,-1.2240284352301458,1
1.0289943129165753,2.41039570962882,2.243411821874187,0.2625700274230934,-0.6538257885323492,0.8511253787473435,0
3.535416208228812,-0.24929226480732036,-1.2219116335039537,0.9259935295235722,-0.2298503289971972,-0.5387911003045076,0
0.8937395771310648,1.1502644676551184,-0.21962263847545319,-1.852048894867911,-0.3908714776390869,-0.8871046036515725,1
1.735925337745172,-0.21914942907197624,-0.7246525931258917,-1.2162783747615493,-1.0224054682964752,1.494235789642745,0
1.177515126534787,2.0604134410104806,-1.0000756691785488,-0.3256363294513798,-2.318393049392821,0.15519302334742635,1
3.5896037317804157,-0.5530794120063905,-1.2341229997336711,0.21858306411948566,-1.3453298959244584,-0.44540952684228524,0
-0.19795784779974476,1.4781960203495461,-1.396118300725809,-0.5916310221581516,-1.091765656111623,-0.1254876591578859,1
1.0518981437183057,-1.7116243431589737,0.10221758201473446,-1.5440936615157004,-0.19529894593515876,-0.3569335108387239,1
1.9171987039924523,-0.6867991289715016,-0.012103372679700946,0.5244542501602796,-0.36883340360832845,-0.7580386933189315,0
-0.3267531997722564,1.3971983342046612,2.2252103532989813,-0.1009349707415741,-0.32402956001352173,-0.553373746396814,0
2.591038138542442,-0.09797236962021742,0.32092896787100794,-0.7703858322313696,-0.10688842457124051,-0.5858082505998622,0
2.6210237014093325,0.006665131720833124,0.41431675083960157,-0.35452407693545296,1.2745102525322316,-0.3998892589882322,1
-0.5144255149231114,2.138233170318338,0.4463203826743384,-0.3489847785607704,0.2880196042350678,-1.3810265753337811,1
0.6718517556558883,1.945387120213581,-1.3082851060402239,-0.0023616263434775935,0.7284770013571522,0.2740005122496475,1
1.2990649784106219,-0.665529730267056,0.11131758270489513,1.2006133128774372,-1.2653502085615034,0.7070795842425878,0
0.6134908659962179,2.0097944468245053,2.207633069715856,0.19769327195323844,-1.669495234058354,0.8430127959082716,0
1.8851748766022565,-1.645456686786461,0.10176922132373034,-0.8702760672041961,-0.05383005760435836,0.13416831446439742,0
1.7862552471867108,-0.7302901480105864,-0.6096294234502377,-0.154293894268215,0.25491400347916254,-0.8123867059403344,1
0.7680504056144094,1.4866752398816816,0.8938489065562332,1.1649745131914773,1.0581996585695717,1.3320475394895936,1
3.1339408772751223,-0.901739600087303,-1.1310838954806592,0.4169315294911703,0.5947230585401478,-0.47858624732336386,0
0.4969305200949479,1.7152778575971233,1.5380829078362128,1.148444087171752,0.6548292268714992,-0.5544891851144753,1
0.5007734641556647,0.9355312450713371,0.5360114079735747,0.05256264828070631,-0.010816323331614332,-0.7508001238053782,1
1.6335982006579193,1.9363960237543938,0.955227861568534,0.35802632016129443,0.2744322909385489,-0.26281722614322245,0
3.2426467904134992,-0.8512833499986812,1.7494007933242857,0.7132812369438352,0.9222379259746029,0.7491220454573418,0
0.992431444335186,0.6598419800659305,0.5558431303442365,0.6500565185687857,-0.33832577218007653,-0.3165721139553026,1
1.1786701516497584,1.1239318719453941,1.6137480466801937,-1.2514608324891605,-1.7061808231060012,0.1342441035514925,0
1.1358911284844426,2.8846146004696167,1.0715637792491792,1.4385677022260193,-1.052637966357108,0.24971194803067207,1
2.1807104047794064,-0.7184644814716186,-0.8278553750372448,-0.08937304676543271,-0.6152248394184517,-0.4332078514087986,0
